LASRRA ID,First Name,Surname,Other Name,Matriculation Number,Sex,Date of Birth,Mobile Phone,Email Address,Institution,Campus,Programme Type,Faculty,Department,Enrollment Status,Photograph
LA-2023-0196,Amina,Suleiman,Zainab,LASCON/24/023,Female,1/9/2000,9045456767,amina.s@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0197,Chioma,Okoro,Nkechi,LASCON/24/024,Female,7/20/2004,7056567878,chioma.o@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Part-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0198,Fatima,Aliyu,Hauwa,LASCON/24/025,Female,3/5/1999,8067678989,fatima.a@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0199,Blessing,Edet,Eno,LASCON/24/026,Female,11/18/2001,8178789090,blessing.e@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0200,Nkechi,Chukwuma,Ogechi,LASCON/24/027,Female,4/29/2003,9089890101,nkechi.c@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0201,Aisha,Umar,Maryam,LASCON/24/028,Female,8/11/1998,7090901212,aisha.u@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Part-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0202,Grace,Ogundipe,Titilayo,LASCON/24/029,Female,12/4/2002,8012122323,grace.o@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0203,Kemi,Adebiyi,Folashade,LASCON/24/030,Female,6/17/2000,8123233434,kemi.a@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0204,Halima,Yakubu,Asmau,LASCON/24/031,Female,2/22/2004,9034344545,halima.y@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0205,Amaka,Nnamani,Ifeoma,LASCON/24/032,Female,9/7/1999,7045455656,amaka.n@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Part-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
LA-2023-0206,Bola,Tinubu,Yemisi,LASCON/24/033,Female,5/31/2001,8056566767,bola.t@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,TinYumBMKgdjdSsGm593,Enrolled,
LA-2023-0207,Ngozi,Nwachukwu,Chidinma,LASCON/24/034,Female,10/14/2003,8167677878,ngozi.n@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,0cZhz8uCTrEBzaRDcfbB,Enrolled,
LA-2023-0208,Zainab,Bello,Fatima,LASCON/24/035,Female,1/26/1998,9078788989,zainab.b@student.edu.ng,tACt0ODnc5T1edIZt17L,Igando,Full-time,iN0J9OpnKABEflgJ5axS,mr4lfeBozpTv9TLByuvN,Enrolled,
